timestamp,outcome1_cents,outcome1_decimal,outcome1_probability,outcome2_cents,outcome2_decimal,outcome2_probability,latency
2025-12-06 00:37:22.160,45,2.18,0.46,54,1.82,0.55,607
2025-12-06 00:37:23.328,45,2.18,0.46,54,1.82,0.55,640
2025-12-06 00:37:24.466,45,2.18,0.46,54,1.82,0.55,593
2025-12-06 00:37:25.591,45,2.18,0.46,54,1.82,0.55,616
2025-12-06 00:37:26.743,45,2.18,0.46,54,1.82,0.55,636
2025-12-06 00:37:27.864,45,2.18,0.46,54,1.82,0.55,609
2025-12-06 00:37:29.497,45,2.18,0.46,54,1.82,0.55,599
2025-12-06 00:37:30.615,45,2.18,0.46,54,1.82,0.55,600
2025-12-06 00:37:31.729,45,2.18,0.46,54,1.82,0.55,604
2025-12-06 00:37:32.852,45,2.18,0.46,54,1.82,0.55,613
2025-12-06 00:37:33.976,45,2.18,0.46,54,1.82,0.55,609
2025-12-06 00:37:35.240,45,2.18,0.46,54,1.82,0.55,626
2025-12-06 00:37:36.484,45,2.18,0.46,54,1.82,0.55,630
2025-12-06 00:37:37.634,45,2.18,0.46,54,1.82,0.55,638
2025-12-06 00:37:38.856,45,2.18,0.46,54,1.82,0.55,598
2025-12-06 00:37:39.960,45,2.18,0.46,54,1.82,0.55,594
2025-12-06 00:37:41.272,45,2.18,0.46,54,1.82,0.55,792
2025-12-06 00:37:42.400,45,2.18,0.46,54,1.82,0.55,620
2025-12-06 00:37:43.773,45,2.18,0.46,54,1.82,0.55,631
2025-12-06 00:37:44.921,45,2.18,0.46,54,1.82,0.55,636
